Id,zone_FV,zone_RH,zone_RL,zone_RM,zone_c,YearBuilt,YearRemodAdd,BsmtFinYN,BsmtFinSF1,Basement,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BathUpTotal,BsmtBathTot,BathTOT,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,OpenPorchSF,LOG(Porch),EnclosedPorch,3SsnPorch,ScreenPorch,SalePrice,OverallQual,OverallCond,ExterQual_NUM,ExterCond_NUM,bsmt_cond_NUM,bsmt_qual_NUM,KitchenQual_NUM,QUALITY,QUALITY2,logqual2,zeros,TOT_rooms,LOG(ft_per_room),LOG(YFN)2,Sold_FN,sale_cond,sale_new,sale_other,sale_con,sale_deed,cond_norm,cond_abnorm,cond_ajdlnd,cond_partial,cond_other,Blmngtn,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NoRidge,NridgHt,NWAmes,OldTown,Sawyer,SawyerW,Somerst,StoneBr,SWISU,Timber,Fix_LotFrontage,LotArea,NUM_BsmtQual,NUM_BsmtCond,NUM_BsmtExpos,BsmtFinSF12,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF4,NUM_Heat,CentralAir,1stFlrSF5,2ndFlrSF6,Fireplaces,NUM_Fire,GarageCars13,GarageArea,NUM_GarQual,NUM_GarCond,PavedDrive,TOT_Porch,LOG(bsun)
204,0,0,0,1,0,2004,2004,1,662,1,848,848,0,848,1,0,1,0,1,1,2,1,1,3,2,149,0,2.173186268,0,0,0,149000,6,5,4,3,4,3,4,29,62,1.792391689,7,12,2.451274598,0.84509804,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4438,4,3,2,662,0,186,848,5,1,848,0,1,4,2,420,3,3,1,74.5,3.056904851
205,0,0,0,1,0,1947,1950,1,312,1,720,720,564,1284,0,0,1,1,1.5,0,1.5,2,1,5,1,0,35,1.544068044,0,0,0,110000,5,7,3,3,3,3,3,27,59,1.770852012,7,12,2.409595019,1.806179974,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,3500,3,3,0,312,0,408,720,3,1,720,564,0,0,1,240,3,3,1,35,2.574031268
206,0,0,1,0,0,1990,1990,0,0,1,1424,1442,0,1442,0,0,2,0,2,0,2,3,1,6,2,0,34,2.733999287,0,508,0,180500,7,5,3,3,4,3,3,28,62,1.792391689,10,19,2.38081401,1.322219295,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,11851,4,3,0,0,0,1424,1424,5,1,1442,0,0,0,2,500,3,3,1,796,1.806179974
207,0,0,1,0,0,1962,1962,0,0,1,1140,1696,0,1696,0,0,1,1,1.5,0,1.5,3,1,6,1,0,30,1.477121255,0,0,0,143900,5,5,3,4,3,3,3,26,52,1.716003344,10,16,2.451274598,1.69019608,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,13673,3,3,0,0,0,1140,1140,3,1,1696,0,1,3,1,349,3,3,1,30,2.484299839
208,0,0,1,0,0,1960,1960,1,419,1,1100,1100,0,1100,1,0,1,0,1,1,2,3,1,5,1,355,0,2.550228353,0,0,0,141000,4,5,3,3,3,3,3,24,44,1.643452676,7,16,2.342422681,1.707570176,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12493,3,3,0,419,306,375,1100,3,1,1100,0,1,0,1,312,3,3,1,177.5,2.597695186
209,0,0,1,0,0,1988,1989,1,1065,1,1157,1180,882,2062,1,0,2,1,2.5,1,3.5,3,1,7,2,60,55,2.42975228,0,0,154,277000,7,5,4,3,4,3,3,29,65,1.812913357,3,19,2.469190621,1.361727836,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14364,4,3,3,1065,0,92,1157,5,1,1180,882,1,4,2,454,3,3,1,239,3.070407322
210,0,0,1,0,0,1964,1964,1,787,1,1092,1092,0,1092,1,0,1,0,1,1,2,3,1,5,2,0,0,0.01,0,0,0,145000,6,7,3,3,4,3,3,29,69,1.838849091,8,16,2.339252634,1.672097858,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,8250,4,3,0,787,0,305,1092,5,1,1092,0,0,0,2,504,3,4,1,0,0.01
211,0,0,1,0,0,1925,1950,1,468,1,864,864,0,864,1,0,1,0,1,1,2,2,1,4,0,0,0,1.982271233,96,0,0,98000,5,6,3,3,3,3,3,26,54,1.73239376,8,13,2.334453751,1.934498451,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5604,3,3,0,468,0,396,864,3,0,864,0,0,0,0,0,0,0,1,192,2.437750563
212,0,0,1,0,0,2009,2009,1,36,1,1212,1212,0,1212,0,0,2,0,2,0,2,3,1,6,2,100,22,2.086359831,0,0,0,186000,6,5,3,3,4,3,4,28,59,1.770852012,8,17,2.305351369,0.301029996,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,10420,4,3,1,36,0,1176,1212,5,1,1212,0,0,0,2,460,3,3,1,72,2.492760389
213,1,0,0,0,0,2009,2009,1,822,1,900,932,920,1852,1,0,2,1,2.5,1,3.5,3,1,7,2,168,108,2.440909082,0,0,0,252678,7,5,3,3,4,3,4,29,64,1.806179974,4,16,2.422542942,0.301029996,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,8640,4,3,0,822,0,78,900,5,1,932,920,1,3,2,644,3,3,1,192,2.851258349
214,0,0,1,0,0,1995,1995,1,716,1,990,990,0,990,0,1,1,0,1,0.5,1.5,3,1,5,2,224,0,2.350248018,0,0,0,156000,5,5,3,3,4,3,3,26,52,1.716003344,7,15,2.29666519,1.204119983,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13568,4,3,0,716,0,274,990,5,1,990,0,0,0,2,576,3,3,1,112,2.69019608
215,0,0,1,0,0,1977,1977,1,378,1,689,689,703,1392,0,0,1,1,1.5,0,1.5,3,1,6,1,0,36,1.556302501,0,0,0,161750,6,7,3,3,4,3,3,29,69,1.838849091,7,12,2.365487985,1.531478917,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10900,4,3,0,378,0,311,689,5,1,689,703,0,0,1,299,3,3,1,36,2.836324116
216,0,0,1,0,0,1957,1996,1,360,1,1070,1236,0,1236,0,1,1,0,1,0.5,1.5,2,1,4,1,0,0,0.01,0,0,0,134450,5,6,3,3,3,3,4,27,56,1.748188027,8,14,2.489958479,1.73239376,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,10011,3,3,0,360,0,710,1070,3,1,1236,0,1,2,1,447,3,3,1,0,2.6599162
217,0,0,1,0,0,2004,2004,1,946,1,1436,1436,0,1436,1,0,2,0,2,1,3,3,1,6,2,139,98,2.374748346,0,0,0,210000,7,5,4,3,4,3,4,30,67,1.826074803,6,20,2.37900319,0.84509804,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,8450,4,3,1,946,0,490,1436,5,1,1436,0,0,0,2,484,3,3,1,167.5,3.090610708
218,0,0,0,1,0,1925,1950,0,0,1,686,810,518,1328,0,0,1,0,1,0,1,3,1,5,1,0,172,2.365487985,60,0,0,107000,4,4,3,3,3,3,3,23,40,1.602059991,9,11,2.424228071,1.934498451,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,9906,3,3,0,0,0,686,686,2,0,810,518,0,0,1,210,3,3,1,292,3.175511813
219,0,0,1,0,0,1939,2006,1,341,1,798,1137,817,1954,0,1,1,1,1.5,0.5,2,3,1,6,2,0,119,2.42975228,150,0,0,311500,7,9,4,4,3,3,4,34,96,1.982271233,4,14,2.512773309,1.857332496,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15660,3,3,0,341,0,457,798,5,1,1137,817,2,3,2,431,3,3,1,419,3.004321374
220,0,0,1,0,0,2005,2006,1,16,1,1248,1248,0,1248,0,0,2,0,2,0,2,2,1,5,2,108,0,2.033423755,0,0,0,167240,7,5,4,3,4,3,4,30,67,1.826074803,9,16,2.397244581,0.77815125,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3010,4,3,2,16,0,1232,1248,5,1,1248,0,0,0,2,438,3,3,1,54,2.212187604
221,0,0,1,0,0,2006,2006,0,0,1,1498,1498,0,1498,0,0,2,0,2,0,2,2,1,5,2,351,33,2.584331224,0,0,0,204900,7,5,4,3,4,3,4,30,67,1.826074803,10,19,2.476541809,0.698970004,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,8990,4,3,1,0,0,1498,1498,5,1,1498,0,0,0,2,675,3,3,1,208.5,2.204119983
222,0,0,1,0,0,2002,2002,0,0,1,1010,1010,1257,2267,0,0,2,1,2.5,0,2.5,4,1,8,2,120,46,2.220108088,0,0,0,200000,6,5,4,3,4,3,4,29,62,1.792391689,8,17,2.452361533,0.954242509,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8068,4,3,0,0,0,1010,1010,5,1,1010,1257,1,3,2,390,3,3,1,106,3.368472838
223,0,0,1,0,0,1975,1975,1,550,1,713,811,741,1552,1,0,2,1,2.5,1,3.5,3,1,7,2,209,208,2.620136055,0,0,0,179900,6,6,3,3,4,3,3,28,63,1.799340549,4,14,2.345793677,1.556302501,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,11475,4,3,0,550,0,163,713,3,1,811,741,1,3,2,434,3,3,1,312.5,2.799340549
224,0,0,1,0,0,1971,1971,1,524,1,864,864,0,864,0,0,1,0,1,0,1,2,1,4,2,216,0,2.334453751,0,0,0,97000,4,6,3,3,3,3,3,25,48,1.681241237,9,12,2.334453751,1.602059991,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,10500,3,3,0,524,180,160,864,4,1,864,0,0,0,2,576,3,3,1,108,2.804820679
225,0,0,1,0,0,2003,2003,1,56,1,2392,2392,0,2392,0,0,2,0,2,0,2,3,1,6,3,248,105,2.547774705,0,0,0,386250,10,5,5,3,5,3,5,36,90,1.954242509,8,28,2.600609925,0.903089987,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103,13472,5,3,3,56,0,2336,2392,5,1,2392,0,1,5,3,968,3,3,1,229,2.209515015
226,0,0,0,1,0,1971,1971,0,0,1,630,630,672,1302,0,0,2,1,2.5,0,2.5,3,1,7,1,0,0,0.01,0,0,0,112000,5,5,3,3,3,3,3,25,49,1.69019608,10,13,2.269512944,1.602059991,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1680,3,3,0,0,0,630,630,3,1,630,672,0,0,1,280,3,3,1,0,1.84509804
227,0,0,1,0,0,1995,1995,1,565,1,1203,1214,1306,2520,0,0,2,1,2.5,0,2.5,4,1,8,3,224,114,2.5289167,0,0,0,290000,7,5,4,3,4,3,4,30,67,1.826074803,6,19,2.498310554,1.204119983,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,9950,4,3,0,565,0,638,1203,5,1,1214,1306,1,3,3,721,3,3,1,226,3.132579848
228,0,0,0,1,0,1970,1970,1,321,1,483,483,504,987,0,0,1,1,1.5,0,1.5,2,1,5,1,0,0,0.01,0,0,0,106000,6,6,3,3,3,3,3,27,60,1.77815125,8,9,2.295347148,1.612783857,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1869,3,3,0,321,0,162,483,3,1,483,504,0,0,1,280,3,3,1,0,3.077004327
229,0,0,1,0,0,1967,1967,1,842,1,912,912,0,912,0,0,1,0,1,0,1,3,1,5,1,0,0,0.01,0,0,0,125000,5,5,3,3,3,3,3,25,49,1.69019608,10,13,2.261024834,1.643452676,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,8521,3,3,0,842,0,70,912,3,1,912,0,1,2,1,336,3,3,1,0,2.888179494
230,0,0,1,0,0,2005,2006,1,16,1,1373,1555,0,1555,0,0,2,0,2,0,2,2,1,5,2,143,20,2.212187604,0,0,0,192500,7,5,4,3,4,3,4,30,67,1.826074803,8,17,2.492760389,0.77815125,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3182,4,3,2,16,0,1357,1373,5,1,1555,0,1,3,2,430,3,3,1,91.5,2.683947131
231,0,0,1,0,0,1959,1959,0,0,1,1194,1194,0,1194,1,0,1,0,1,1,2,3,1,5,1,0,0,2.079181246,120,0,0,148000,6,6,3,3,3,3,3,27,60,1.77815125,9,17,2.378034322,1.716003344,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,8760,3,3,0,0,0,1194,1194,3,1,1194,0,0,0,1,312,3,3,1,240,0.01
232,0,0,1,0,0,1995,1996,1,689,1,1462,1490,1304,2794,1,0,2,1,2.5,1,3.5,4,1,8,3,0,146,2.541579244,202,0,0,403000,8,5,4,3,4,3,5,32,74,1.86923172,4,22,2.543136415,1.204119983,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174,15138,4,3,0,689,0,773,1462,5,1,1490,1304,1,3,3,810,3,3,1,550,2.371067862
233,0,0,0,1,0,1972,1972,0,0,1,483,483,504,987,0,0,1,1,1.5,0,1.5,2,1,5,1,0,0,0.01,0,0,0,94500,6,5,3,3,3,3,3,26,54,1.73239376,10,9,2.295347148,1.591064607,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1680,3,3,0,0,0,483,483,3,1,483,504,1,0,1,288,3,3,1,0,2.096910013
234,0,0,1,0,0,1976,1976,1,182,1,894,894,0,894,1,0,1,0,1,1,2,3,1,5,1,365,0,2.562292864,0,0,0,128200,5,6,3,3,3,4,3,27,57,1.755874856,7,14,2.252367514,1.544068044,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10650,3,4,2,182,712,0,894,3,1,894,0,0,0,1,308,3,3,1,182.5,3.1430148
235,0,0,1,0,0,2002,2002,1,625,1,860,860,1100,1960,1,0,2,1,2.5,1,3.5,4,1,8,2,288,48,2.526339277,0,0,0,216500,6,5,4,3,4,3,4,29,62,1.792391689,4,17,2.389166084,0.954242509,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7851,4,3,0,625,0,235,860,5,1,860,1100,2,3,2,440,3,3,1,192,2.773786445
236,0,0,0,1,0,1971,1971,1,358,1,483,483,504,987,0,0,1,1,1.5,0,1.5,2,1,5,1,0,0,0.01,0,0,0,89500,6,3,3,3,3,3,3,24,42,1.62324929,8,9,2.295347148,1.602059991,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1680,3,3,0,358,0,125,483,3,1,483,504,0,0,1,264,3,3,1,0,3.228913406
237,0,0,1,0,0,2004,2004,1,24,1,1414,1414,0,1414,0,0,2,0,2,0,2,3,1,6,2,132,105,2.374748346,0,0,0,185500,7,5,4,3,4,3,4,30,67,1.826074803,8,19,2.372298159,0.84509804,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,8773,4,3,2,24,0,1390,1414,5,1,1414,0,0,0,2,494,3,3,1,171,2.80685803
238,0,0,1,0,0,1993,2003,1,402,1,996,1014,730,1744,0,0,2,1,2.5,0,2.5,3,1,7,2,370,70,2.831229694,0,238,0,194500,7,7,4,3,4,3,4,32,81,1.908485019,5,16,2.396448441,1.255272505,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9453,4,3,0,402,0,594,996,5,1,1014,730,0,0,2,457,3,3,1,612,2.688419822
239,0,0,1,0,0,2007,2007,0,0,1,1694,1694,0,1694,0,0,2,0,2,0,2,3,1,6,3,168,228,2.597695186,0,0,0,318000,8,5,5,3,5,3,4,33,78,1.892094603,10,21,2.450762156,0.602059991,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,12030,5,3,0,0,0,1694,1694,5,1,1694,0,0,0,3,818,3,3,1,312,2.552668216
240,0,0,1,0,0,1945,1950,1,94,1,735,798,689,1487,0,0,1,1,1.5,0,1.5,3,1,6,1,0,140,2.146128036,0,0,0,113000,6,4,3,3,3,2,3,24,45,1.653212514,7,13,2.394159718,1.819543936,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8741,3,2,0,94,0,641,735,3,1,798,689,1,4,1,220,3,3,1,140,2.73239376
241,1,0,0,0,0,2008,2008,1,1078,1,1566,1566,0,1566,1,0,2,0,2,1,3,3,1,6,2,144,168,2.494154594,0,0,0,262500,8,5,4,3,4,3,4,31,72,1.857332496,6,21,2.416640507,0.477121255,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,9000,4,3,2,1078,0,488,1566,5,1,1566,0,0,0,2,750,3,3,1,240,2.796574333
242,0,0,0,1,0,1945,1997,1,329,1,686,866,0,866,0,0,1,0,1,0,1,2,1,4,0,58,42,2,0,0,0,110500,5,9,3,4,3,3,4,31,74,1.86923172,9,10,2.335457901,1.819543936,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,3880,3,3,0,329,0,357,686,4,1,866,0,0,0,0,0,0,0,1,71,2.403120521
243,0,0,0,1,0,1900,1950,0,0,1,540,889,551,1440,0,0,1,0,1,0,1,3,1,5,1,0,0,1.886490725,77,0,0,79000,5,4,3,3,3,3,3,24,44,1.643452676,10,10,2.459392488,2.045322979,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63,5000,3,3,0,0,0,540,540,4,0,889,551,0,0,1,352,2,3,1,154,2.961895474
244,0,0,1,0,0,1980,1980,0,0,1,626,626,591,1217,0,0,1,1,1.5,0,1.5,3,1,6,1,0,28,1.447158031,0,0,0,120000,6,6,3,3,4,3,3,28,63,1.799340549,9,12,2.307139328,1.491361694,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,10762,4,3,0,0,0,626,626,3,1,626,591,1,3,1,288,3,3,1,28,3.008600172
245,0,0,1,0,0,1994,2002,1,695,1,948,1222,888,2110,1,0,2,1,2.5,1,3.5,3,1,7,2,0,130,2.113943352,0,0,0,205000,7,5,4,3,4,3,4,30,67,1.826074803,5,17,2.479184415,1.230448921,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8880,4,3,0,695,0,253,948,5,1,1222,888,2,2,2,463,3,3,1,130,3.135768515
246,0,0,1,0,0,1988,1988,1,929,1,1845,1872,0,1872,0,1,2,0,2,0.5,2.5,3,1,6,2,197,39,2.372912003,0,0,0,241500,7,5,3,3,4,3,3,28,62,1.792391689,6,23,2.494154594,1.361727836,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,10400,4,3,2,929,0,916,1845,4,1,1872,0,1,3,2,604,3,3,1,137.5,2.924279286
247,0,0,0,1,0,1910,1950,0,0,1,1020,908,1020,1928,0,0,2,0,2,0,2,4,2,8,1,0,60,2.235528447,112,0,0,137000,6,8,3,2,2,3,2,26,64,1.806179974,9,17,2.382017043,2.004321374,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,9142,2,3,0,0,0,1020,1020,4,0,908,1020,0,0,1,440,1,1,1,284,2.873320602
248,0,0,1,0,0,1954,1954,0,0,1,1367,1375,0,1375,0,0,1,0,1,0,1,2,1,4,2,0,30,1.477121255,0,0,0,140000,6,5,3,3,3,3,3,26,54,1.73239376,11,16,2.536242707,1.755874856,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,11310,3,3,0,0,0,1367,1367,5,1,1375,0,1,3,2,451,3,3,1,30,2.862131379
249,0,0,1,0,0,2003,2003,0,0,1,840,840,828,1668,0,0,2,1,2.5,0,2.5,3,1,7,2,144,68,2.326335861,0,0,0,180000,7,5,4,3,4,3,4,30,67,1.826074803,8,15,2.377098006,0.903089987,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,11317,4,3,0,0,0,840,840,5,1,840,828,0,0,2,500,3,3,1,140,0.01
250,0,0,1,0,0,1958,2006,1,697,1,1444,1444,700,2144,0,1,2,0,2,0.5,2.5,4,1,7,2,0,98,1.991226076,0,0,0,277000,6,7,4,3,4,3,4,31,74,1.86923172,6,21,2.486126741,1.72427587,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159000,4,3,3,697,0,747,1444,4,1,1444,700,2,3,2,389,3,3,1,98,2.902002891
251,0,0,1,0,0,1940,1966,0,0,1,728,1306,0,1306,0,0,1,0,1,0,1,3,1,5,0,263,0,2.419955748,0,0,0,76500,3,2,3,1,3,3,2,17,22,1.342422681,12,12,2.416973173,1.851258349,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5350,3,3,0,0,0,728,728,5,1,1306,0,0,0,0,0,0,0,1,131.5,2.655138435
252,0,0,0,1,0,2006,2007,1,1573,1,1573,1625,0,1625,1,1,2,0,2,1.5,3.5,2,1,5,2,123,0,2.440909082,0,0,153,235000,8,5,4,3,4,3,4,31,72,1.857332496,5,21,2.511883361,0.698970004,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4750,4,3,3,1573,0,0,1573,5,1,1625,0,1,4,2,538,3,3,1,214.5,2.593286067
253,0,0,1,0,0,2004,2004,0,0,1,798,798,842,1640,0,0,2,1,2.5,0,2.5,3,1,7,2,138,45,2.26245109,0,0,0,173000,6,5,4,3,4,3,4,29,62,1.792391689,8,14,2.369745808,0.84509804,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,8366,4,3,0,0,0,798,798,5,1,798,842,0,0,2,520,3,3,1,114,2.989004616
254,0,0,1,0,0,1964,1991,1,270,1,1302,1302,0,1302,0,1,2,0,2,0.5,2.5,3,1,6,1,333,0,2.522444234,0,0,0,158000,6,7,3,3,4,3,4,30,71,1.851258349,7,18,2.336459734,1.672097858,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,9350,4,3,3,270,580,452,1302,5,1,1302,0,0,0,1,309,3,3,1,166.5,2.557507202
255,0,0,1,0,0,1957,1957,1,922,1,1314,1314,0,1314,1,0,1,0,1,1,2,3,1,5,1,250,0,2.397940009,0,0,0,145000,5,6,3,4,3,3,3,27,57,1.755874856,7,18,2.419625361,1.73239376,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,8400,3,3,0,922,0,392,1314,3,1,1314,0,0,0,1,294,3,3,1,125,2.431363764
256,0,0,1,0,0,1999,1999,0,0,1,975,1005,1286,2291,0,0,2,1,2.5,0,2.5,4,1,8,2,192,0,2.283301229,0,0,0,230000,7,5,4,3,4,3,4,30,67,1.826074803,9,17,2.456935102,1.079181246,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,8738,4,3,0,0,0,975,975,5,1,1005,1286,1,3,2,429,3,3,1,96,2.779596491
257,1,0,0,0,0,2003,2003,1,503,1,864,864,864,1728,0,0,2,1,2.5,0,2.5,3,1,7,2,216,56,2.434568904,0,0,0,207500,6,5,4,3,4,3,4,29,62,1.792391689,6,15,2.392445698,0.903089987,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,8791,4,3,0,503,0,361,864,5,1,864,864,0,0,2,673,3,3,1,164,0.01
258,0,0,1,0,0,2006,2006,1,1334,1,1604,1604,0,1604,1,0,2,1,2.5,1,3.5,3,1,7,2,123,110,2.367355921,0,0,0,220000,7,5,4,3,4,3,4,30,67,1.826074803,5,23,2.360106324,0.698970004,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8814,4,3,0,1334,0,270,1604,5,1,1604,0,1,4,2,660,3,3,1,171.5,0.01
259,0,0,1,0,0,2001,2001,1,361,1,963,963,829,1792,0,0,2,1,2.5,0,2.5,3,1,7,2,0,96,2.532754379,0,245,0,231500,7,5,4,3,4,3,4,30,67,1.826074803,6,16,2.408239965,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,12435,4,3,0,361,0,602,963,5,1,963,829,1,3,2,564,3,3,1,463.5,3.170848204
